cell,arc,meas,slew_idx,load_idx,slew,load,v0,sigma_local,sigma_local_rel,sigma_vth,sigma_u0
NOR2_X1,B_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,3.163206e-11,9.107475e-13,2.879191e-02,7.188264e-13,5.592402e-13
NOR2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,2.773000e-11,7.631924e-13,2.752227e-02,3.965276e-13,6.520955e-13
NOR2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,4.671105e-11,1.462858e-12,3.131717e-02,1.105688e-12,9.578137e-13
NOR2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,4.786052e-11,1.642786e-12,3.432445e-02,9.889215e-13,1.311785e-12
NOR2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,8.659275e-11,2.902541e-12,3.351944e-02,2.094187e-12,2.009757e-12
NOR2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,1.029862e-10,3.526908e-12,3.424641e-02,2.180163e-12,2.772357e-12
NOR2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,4.734315e-11,1.659381e-12,3.505009e-02,1.445119e-12,8.155845e-13
NOR2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,3.903315e-11,6.283555e-13,1.609800e-02,2.983408e-13,5.530131e-13
NOR2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,6.528495e-11,1.830246e-12,2.803472e-02,1.513390e-12,1.029296e-12
NOR2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,5.406550e-11,1.189278e-12,2.199699e-02,5.869053e-13,1.034372e-12
NOR2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,1.047114e-10,3.137729e-12,2.996550e-02,2.412773e-12,2.005960e-12
NOR2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,1.032652e-10,3.342516e-12,3.236827e-02,2.023936e-12,2.660093e-12
