cell,arc,meas,slew_idx,load_idx,corner,v0,v_sim,dv_sim,dv_sim_rel,dv_lin,err_abs_pct_lin,err_shift_pct_lin,dv_quad,err_abs_pct_quad,err_shift_pct_quad,dv_loglin,err_abs_pct_loglin,err_shift_pct_loglin,dv_logquad,err_abs_pct_logquad,err_shift_pct_logquad
INV_X1,A_r_ZN_f,delay,0,0,NVT_p3s,1.470415e-11,1.635083e-11,1.646680e-12,1.119874e-01,1.515645e-12,-0.801,-7.96,1.634310e-12,-0.076,-0.75,1.596513e-12,-0.307,-3.05,1.641529e-12,-0.032,-0.31
INV_X1,A_r_ZN_f,trans,0,0,NVT_p3s,1.029284e-11,1.149870e-11,1.205860e-12,1.171552e-01,1.076670e-12,-1.124,-10.71,1.190475e-12,-0.134,-1.28,1.134998e-12,-0.616,-5.88,1.199009e-12,-0.060,-0.57
INV_X1,A_r_ZN_f,delay,0,1,NVT_p3s,2.540853e-11,2.838143e-11,2.972900e-12,1.170040e-01,2.705850e-12,-0.941,-8.98,2.948040e-12,-0.088,-0.84,2.855182e-12,-0.415,-3.96,2.964530e-12,-0.029,-0.28
INV_X1,A_r_ZN_f,trans,0,1,NVT_p3s,2.389741e-11,2.670061e-11,2.803200e-12,1.173014e-01,2.500313e-12,-1.134,-10.81,2.772371e-12,-0.115,-1.1,2.635796e-12,-0.627,-5.97,2.793100e-12,-0.038,-0.36
INV_X1,A_r_ZN_f,delay,0,2,NVT_p3s,5.328358e-11,5.967701e-11,6.393430e-12,1.199887e-01,5.771340e-12,-1.042,-9.73,6.334897e-12,-0.098,-0.92,6.095495e-12,-0.499,-4.66,6.375868e-12,-0.029,-0.27
INV_X1,A_r_ZN_f,trans,0,2,NVT_p3s,6.017713e-11,6.723913e-11,7.062000e-12,1.173536e-01,6.299662e-12,-1.134,-10.79,6.988264e-12,-0.110,-1.04,6.641218e-12,-0.626,-5.96,7.040872e-12,-0.031,-0.3
INV_X1,A_r_ZN_f,delay,1,0,NVT_p3s,2.202089e-11,2.459162e-11,2.570730e-12,1.167405e-01,2.553997e-12,-0.068,-0.65,2.571514e-12,0.003,0.03,2.708000e-12,0.558,5.34,2.561784e-12,-0.036,-0.35
INV_X1,A_r_ZN_f,trans,1,0,NVT_p3s,1.285186e-11,1.317394e-11,3.220800e-13,2.506096e-02,1.598850e-13,-1.231,-50.36,2.992050e-13,-0.174,-7.1,1.608837e-13,-1.224,-50.05,3.016972e-13,-0.155,-6.33
INV_X1,A_r_ZN_f,delay,1,1,NVT_p3s,3.306038e-11,3.671025e-11,3.649870e-12,1.104001e-01,3.391222e-12,-0.705,-7.09,3.625414e-12,-0.067,-0.67,3.571255e-12,-0.214,-2.15,3.638087e-12,-0.032,-0.32
INV_X1,A_r_ZN_f,trans,1,1,NVT_p3s,2.431095e-11,2.676490e-11,2.453950e-12,1.009401e-01,2.048287e-12,-1.516,-16.53,2.409649e-12,-0.166,-1.81,2.137051e-12,-1.184,-12.91,2.438004e-12,-0.060,-0.65
INV_X1,A_r_ZN_f,delay,1,2,NVT_p3s,6.106910e-11,6.818276e-11,7.113660e-12,1.164854e-01,6.499170e-12,-0.901,-8.64,7.055843e-12,-0.085,-0.81,6.857603e-12,-0.376,-3.6,7.092525e-12,-0.031,-0.3
