cell,arc,meas,slew_idx,load_idx,slew,load,inst,group,param,delta,sigma_mm,v0,vplus,vminus,s1,s2
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,2.934020e-11,3.024859e-11,2.854231e-11,8.531400e-11,1.105000e-09
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,2.934020e-11,2.887031e-11,2.984723e-11,-2.442300e-11,9.285000e-11
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.934020e-11,2.921145e-11,2.946987e-11,-1.292100e-11,9.200000e-12
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.934020e-11,2.934531e-11,2.933502e-11,2.572500e-13,-1.750000e-13
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.934020e-11,3.02486e-11,2.85423e-11,8.531500e-11,1.105000e-09
NAND2_X1,B_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.934020e-11,2.887031e-11,2.984723e-11,-2.442300e-11,9.285000e-11
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,5.401635e-11,5.392472e-11,5.410444e-11,-8.986000e-12,-3.540000e-11
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,5.401635e-11,5.402471e-11,5.400776e-11,4.237500e-13,-5.750000e-13
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,5.401635e-11,5.403838e-11,5.39951e-11,2.164000e-12,7.800000e-12
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,5.401635e-11,5.400929e-11,5.402362e-11,-3.582500e-13,5.250000e-13
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,5.401635e-11,5.401639e-11,5.401631e-11,4.000000e-15,6.462349e-23
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,5.401635e-11,5.401635e-11,5.401636e-11,-2.500000e-16,2.500000e-14
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,5.401635e-11,5.559476e-11,5.250297e-11,1.545895e-10,6.503000e-10
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,5.401635e-11,5.33428e-11,5.471746e-11,-3.436650e-11,6.890000e-11
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,5.401635e-11,5.394675e-11,5.408318e-11,-6.821500e-12,-2.770000e-11
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,5.401635e-11,5.401764e-11,5.401501e-11,6.575000e-14,-1.250000e-13
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,5.401635e-11,5.55948e-11,5.250293e-11,1.545935e-10,6.503000e-10
NAND2_X1,B_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,5.401635e-11,5.33428e-11,5.471746e-11,-3.436650e-11,6.890000e-11
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,5.001985e-11,4.988782e-11,5.015268e-11,-1.324300e-11,8.000000e-12
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,5.001985e-11,5.002574e-11,5.001386e-11,2.970000e-13,-2.500000e-13
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,5.001985e-11,5.001985e-11,5.001985e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,5.001985e-11,5.001984e-11,5.001986e-11,-5.000000e-16,-1.615587e-23
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,5.001985e-11,5.001987e-11,5.001983e-11,2.000000e-15,-6.462349e-23
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,5.001985e-11,5.001985e-11,5.001985e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,5.001985e-11,5.155052e-11,4.856266e-11,1.493930e-10,7.348000e-10
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,5.001985e-11,4.919746e-11,5.087615e-11,-4.196725e-11,8.477500e-11
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,5.001985e-11,4.988779e-11,5.015277e-11,-1.324900e-11,8.600000e-12
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,5.001985e-11,5.002573e-11,5.001387e-11,2.965000e-13,-2.500000e-13
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,5.001985e-11,5.155054e-11,4.856264e-11,1.493950e-10,7.348000e-10
NAND2_X1,B_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,5.001985e-11,4.919746e-11,5.087615e-11,-4.196725e-11,8.477500e-11
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,9.296448e-11,9.288002e-11,9.304495e-11,-8.246500e-12,-3.990000e-11
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,9.296448e-11,9.29716e-11,9.295714e-11,3.615000e-13,-5.500000e-13
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,9.296448e-11,9.29826e-11,9.294653e-11,1.803500e-12,1.700000e-12
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,9.296448e-11,9.295751e-11,9.297162e-11,-3.527500e-13,4.250000e-13
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,9.296448e-11,9.296453e-11,9.296441e-11,6.000000e-15,-2.000000e-13
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,9.296448e-11,9.296447e-11,9.296448e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,9.296448e-11,9.583441e-11,9.0221e-11,2.806705e-10,1.264500e-09
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,9.296448e-11,9.167079e-11,9.431129e-11,-6.601250e-11,1.328000e-10
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,9.296448e-11,9.289814e-11,9.3027e-11,-6.443000e-12,-3.820000e-11
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,9.296448e-11,9.296462e-11,9.296428e-11,8.500000e-15,-1.500000e-13
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,9.296448e-11,9.583447e-11,9.022094e-11,2.806765e-10,1.264500e-09
NAND2_X1,B_f_ZN_r,delay,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,9.296448e-11,9.167078e-11,9.431129e-11,-6.601275e-11,1.327750e-10
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,1.049435e-10,1.048077e-10,1.0508e-10,-1.361500e-11,7.000000e-12
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,1.049435e-10,1.049504e-10,1.049365e-10,3.475000e-13,-2.500000e-13
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,1.049435e-10,1.049435e-10,1.049436e-10,-5.000000e-15,1.000000e-12
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,1.049435e-10,1.049436e-10,1.049435e-10,2.500000e-15,2.500000e-13
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,1.049435e-10,1.049436e-10,1.049435e-10,5.000000e-15,1.000000e-12
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,1.049435e-10,1.049435e-10,1.049435e-10,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,1.049435e-10,1.081492e-10,1.018909e-10,3.129150e-10,1.531000e-09
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,1.049435e-10,1.032203e-10,1.067375e-10,-8.793000e-11,1.770000e-10
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,1.049435e-10,1.048076e-10,1.050801e-10,-1.362500e-11,7.000000e-12
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,1.049435e-10,1.049504e-10,1.049365e-10,3.475000e-13,-2.500000e-13
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,1.049435e-10,1.081492e-10,1.018908e-10,3.129200e-10,1.530000e-09
NAND2_X1,B_f_ZN_r,trans,1,2,3.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,1.049435e-10,1.032203e-10,1.067375e-10,-8.793000e-11,1.770000e-10
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,6.014478e-11,6.003352e-11,6.025213e-11,-1.093050e-11,-3.910000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,6.014478e-11,6.015608e-11,6.013317e-11,5.727500e-13,-7.750000e-13
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,6.014478e-11,6.010289e-11,6.019441e-11,-4.576000e-12,7.740000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,6.014478e-11,6.014722e-11,6.014242e-11,1.200000e-13,2.000000e-13
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,6.014478e-11,6.014482e-11,6.014474e-11,4.000000e-15,-1.292470e-22
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,6.014478e-11,6.014478e-11,6.014479e-11,-2.500000e-16,2.500000e-14
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,6.014478e-11,6.174021e-11,5.855623e-11,1.591990e-10,6.880000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,6.014478e-11,5.962657e-11,6.067871e-11,-2.630350e-11,3.930000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,6.014478e-11,5.99916e-11,6.030168e-11,-1.550400e-11,3.720000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,6.014478e-11,6.015852e-11,6.013081e-11,6.927500e-13,-5.750000e-13
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,6.014478e-11,6.174024e-11,5.855619e-11,1.592025e-10,6.870000e-11
NAND2_X1,B_f_ZN_r,delay,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,6.014478e-11,5.962657e-11,6.067871e-11,-2.630350e-11,3.930000e-11
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,3.691215e-11,3.678725e-11,3.703825e-11,-1.255000e-11,1.200000e-11
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,3.691215e-11,3.691626e-11,3.690802e-11,2.060000e-13,-5.000000e-14
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,3.691215e-11,3.694703e-11,3.687131e-11,3.786000e-12,-5.960000e-11
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,3.691215e-11,3.691017e-11,3.691407e-11,-9.750000e-14,-1.500000e-13
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,3.691215e-11,3.691214e-11,3.691216e-11,-1.000000e-15,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,3.691215e-11,3.691215e-11,3.691215e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,3.691215e-11,3.722916e-11,3.663816e-11,2.955000e-11,4.302000e-10
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,3.691215e-11,3.659719e-11,3.724348e-11,-1.615725e-11,4.092500e-11
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,3.691215e-11,3.682201e-11,3.699736e-11,-8.767500e-12,-4.930000e-11
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,3.691215e-11,3.691427e-11,3.690994e-11,1.082500e-13,-2.250000e-13
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,3.691215e-11,3.722915e-11,3.663817e-11,2.954900e-11,4.302000e-10
NAND2_X1,B_f_ZN_r,trans,2,0,8.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,3.691215e-11,3.659719e-11,3.724348e-11,-1.615725e-11,4.092500e-11
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,7.528683e-11,7.519511e-11,7.537504e-11,-8.996500e-12,-3.510000e-11
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,7.528683e-11,7.529538e-11,7.527803e-11,4.337500e-13,-6.250000e-13
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,7.528683e-11,7.526702e-11,7.531214e-11,-2.256000e-12,5.500000e-11
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,7.528683e-11,7.528636e-11,7.528742e-11,-2.650000e-14,3.000000e-13
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,7.528683e-11,7.528687e-11,7.528678e-11,4.500000e-15,-1.000000e-13
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,7.528683e-11,7.528683e-11,7.528683e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,7.528683e-11,7.717449e-11,7.346307e-11,1.855710e-10,6.390000e-10
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,7.528683e-11,7.460818e-11,7.599279e-11,-3.461525e-11,6.827500e-11
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,7.528683e-11,7.517538e-11,7.540044e-11,-1.125300e-11,2.160000e-11
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,7.528683e-11,7.529492e-11,7.527862e-11,4.075000e-13,-3.000000e-13
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,7.528683e-11,7.717453e-11,7.346302e-11,1.855755e-10,6.389000e-10
NAND2_X1,B_f_ZN_r,delay,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,7.528683e-11,7.460818e-11,7.599279e-11,-3.461525e-11,6.827500e-11
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,5.353000e-11,5.339952e-11,5.366137e-11,-1.309250e-11,8.900000e-12
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,5.353000e-11,5.353552e-11,5.35244e-11,2.780000e-13,-2.000000e-13
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,5.353000e-11,5.354048e-11,5.35166e-11,1.194000e-12,-2.920000e-11
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,5.353000e-11,5.353027e-11,5.352967e-11,1.500000e-14,-1.500000e-13
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,5.353000e-11,5.353e-11,5.353e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,5.353000e-11,5.353e-11,5.353e-11,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,5.353000e-11,5.460002e-11,5.25509e-11,1.024560e-10,9.092000e-10
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,5.353000e-11,5.28508e-11,5.424134e-11,-3.476350e-11,8.035000e-11
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,5.353000e-11,5.340997e-11,5.364794e-11,-1.189850e-11,-2.090000e-11
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,5.353000e-11,5.353579e-11,5.352407e-11,2.930000e-13,-3.500000e-13
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,5.353000e-11,5.460002e-11,5.25509e-11,1.024560e-10,9.092000e-10
NAND2_X1,B_f_ZN_r,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,5.353000e-11,5.28508e-11,5.424134e-11,-3.476350e-11,8.035000e-11
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,1.139782e-10,1.138946e-10,1.140578e-10,-8.160000e-12,-4.000000e-11
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,1.139782e-10,1.139847e-10,1.139715e-10,3.300000e-13,-5.000000e-13
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,1.139782e-10,1.139768e-10,1.139831e-10,-3.150000e-13,3.500000e-11
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,1.139782e-10,1.139743e-10,1.139822e-10,-1.975000e-13,2.500000e-13
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,1.139782e-10,1.139782e-10,1.139781e-10,5.000000e-15,-1.000000e-12
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,1.139782e-10,1.139782e-10,1.139782e-10,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,1.139782e-10,1.171714e-10,1.109101e-10,3.130650e-10,1.251000e-09
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,1.139782e-10,1.126785e-10,1.153306e-10,-6.630250e-11,1.317500e-10
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,1.139782e-10,1.138933e-10,1.140628e-10,-8.475000e-12,-3.000000e-12
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,1.139782e-10,1.139808e-10,1.139755e-10,1.325000e-13,-2.500000e-13
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,1.139782e-10,1.171715e-10,1.1091e-10,3.130750e-10,1.251000e-09
NAND2_X1,B_f_ZN_r,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,1.139782e-10,1.126785e-10,1.153307e-10,-6.630500e-11,1.320000e-10
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,1.049473e-10,1.048115e-10,1.050837e-10,-1.361000e-11,6.000000e-12
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,1.049473e-10,1.049541e-10,1.049403e-10,3.450000e-13,-5.000000e-13
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,1.049473e-10,1.049472e-10,1.049473e-10,-5.000000e-15,-1.000000e-12
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,1.049473e-10,1.049473e-10,1.049472e-10,2.500000e-15,-2.500000e-13
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,1.049473e-10,1.049473e-10,1.049472e-10,5.000000e-15,-1.000000e-12
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,1.049473e-10,1.049473e-10,1.049473e-10,0.000000e+00,0.000000e+00
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,1.049473e-10,1.081503e-10,1.019614e-10,3.094450e-10,2.171000e-09
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,1.049473e-10,1.032359e-10,1.0674e-10,-8.760250e-11,2.032500e-10
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,1.049473e-10,1.048114e-10,1.050837e-10,-1.361500e-11,5.000000e-12
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,1.049473e-10,1.049541e-10,1.049402e-10,3.475000e-13,-7.500000e-13
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,1.049473e-10,1.081503e-10,1.019614e-10,3.094450e-10,2.171000e-09
NAND2_X1,B_f_ZN_r,trans,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,1.049473e-10,1.032359e-10,1.0674e-10,-8.760250e-11,2.032500e-10
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M1,N,vth,0.010,2.108185e-02,3.149759e-11,3.23525e-11,3.06782e-11,8.371500e-11,3.552000e-10
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M1,N,u0,0.02,1.054093e-01,3.149759e-11,3.129035e-11,3.171365e-11,-1.058250e-11,2.205000e-11
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M2,N,vth,0.010,2.108185e-02,3.149759e-11,3.149762e-11,3.149755e-11,3.500000e-15,-1.000000e-13
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M2,N,u0,0.02,1.054093e-01,3.149759e-11,3.149759e-11,3.149759e-11,0.000000e+00,0.000000e+00
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M3,P,vth,0.010,9.467293e-03,3.149759e-11,3.150311e-11,3.149096e-11,6.075000e-13,-1.110000e-11
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M3,P,u0,0.02,4.303315e-02,3.149759e-11,3.148395e-11,3.151139e-11,-6.860000e-13,4.000000e-13
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M4,P,vth,0.010,9.467293e-03,3.149759e-11,3.129139e-11,3.170053e-11,-2.045700e-11,-3.260000e-11
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,M4,P,u0,0.02,4.303315e-02,3.149759e-11,3.156325e-11,3.142991e-11,3.333500e-12,-5.050000e-12
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,3.149759e-11,3.235252e-11,3.067817e-11,8.371750e-11,3.551000e-10
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,3.149759e-11,3.129035e-11,3.171365e-11,-1.058250e-11,2.205000e-11
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,3.149759e-11,3.129704e-11,3.169403e-11,-1.984950e-11,-4.110000e-11
NOR2_X1,A_r_ZN_f,delay,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,3.149759e-11,3.154961e-11,3.144372e-11,2.647250e-12,-4.625000e-12
