cell,arc,meas,slew_idx,load_idx,slew,load,inst,group,param,delta,sigma_mm,v0,vplus,vminus,s1,s2
NAND2_X1,A_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,3.549512e-11,3.550279e-11,3.548497e-11,8.910000e-13,-2.480000e-11
NAND2_X1,A_r_ZN_f,trans,2,1,8.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,3.549512e-11,3.550094e-11,3.548911e-11,2.957500e-13,-4.750000e-13
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,7.518977e-11,7.684647e-11,7.357263e-11,1.636920e-10,3.956000e-10
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,7.518977e-11,7.493061e-11,7.545813e-11,-1.318800e-11,2.300000e-11
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,7.518977e-11,7.548651e-11,7.490803e-11,2.892400e-11,1.500000e-10
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,7.518977e-11,7.502324e-11,7.536327e-11,-8.500750e-12,1.742500e-11
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,7.518977e-11,7.518468e-11,7.519607e-11,-5.695000e-13,1.210000e-11
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,7.518977e-11,7.518411e-11,7.519552e-11,-2.852500e-13,2.250000e-13
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,7.518977e-11,7.518977e-11,7.518978e-11,-5.000000e-16,1.000000e-13
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,7.518977e-11,7.518977e-11,7.518977e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,7.518977e-11,7.714793e-11,7.32954e-11,1.926265e-10,6.379000e-10
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,7.518977e-11,7.476435e-11,7.563191e-11,-2.168900e-11,4.180000e-11
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,7.518977e-11,7.518467e-11,7.519607e-11,-5.700000e-13,1.200000e-11
NAND2_X1,A_r_ZN_f,delay,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,7.518977e-11,7.518411e-11,7.519552e-11,-2.852500e-13,2.250000e-13
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,6.013124e-11,6.079115e-11,5.953543e-11,6.278600e-11,6.410000e-10
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,6.013124e-11,5.992665e-11,6.034483e-11,-1.045450e-11,2.250000e-11
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,6.013124e-11,6.053949e-11,5.974466e-11,3.974150e-11,2.167000e-10
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,6.013124e-11,5.991456e-11,6.035722e-11,-1.106650e-11,2.325000e-11
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,6.013124e-11,6.013342e-11,6.012856e-11,2.430000e-13,-5.000000e-12
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,6.013124e-11,6.013372e-11,6.012872e-11,1.250000e-13,-1.000000e-13
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,6.013124e-11,6.013123e-11,6.013126e-11,-1.500000e-15,1.000000e-13
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,6.013124e-11,6.013124e-11,6.013124e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,6.013124e-11,6.120347e-11,5.915286e-11,1.025305e-10,9.385000e-10
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,6.013124e-11,5.971027e-11,6.057136e-11,-2.152725e-11,4.787500e-11
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,6.013124e-11,6.01334e-11,6.012857e-11,2.415000e-13,-5.100000e-12
NAND2_X1,A_r_ZN_f,trans,2,2,8.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,6.013124e-11,6.013372e-11,6.012872e-11,1.250000e-13,-1.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,2.434389e-11,2.436035e-11,2.432733e-11,1.651000e-12,-1.000000e-12
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,2.434389e-11,2.433846e-11,2.434944e-11,-2.745000e-13,3.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,2.434389e-11,2.434857e-11,2.433934e-11,4.615000e-13,1.300000e-12
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,2.434389e-11,2.434051e-11,2.434738e-11,-1.717500e-13,2.750000e-13
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,2.434389e-11,2.506329e-11,2.365526e-11,7.040150e-11,3.077000e-10
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,2.434389e-11,2.402184e-11,2.467911e-11,-1.643175e-11,3.292500e-11
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,2.434389e-11,2.43439e-11,2.434387e-11,1.500000e-15,-1.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,2.434389e-11,2.434388e-11,2.434389e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.434389e-11,2.436489e-11,2.432263e-11,2.113000e-12,-2.600000e-12
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.434389e-11,2.433506e-11,2.435291e-11,-4.462500e-13,4.750000e-13
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.434389e-11,2.50633e-11,2.365525e-11,7.040250e-11,3.077000e-10
NAND2_X1,A_f_ZN_r,delay,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.434389e-11,2.402183e-11,2.467912e-11,-1.643225e-11,3.292500e-11
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,2.369471e-11,2.369469e-11,2.369471e-11,-1.000000e-15,-2.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,2.369471e-11,2.36947e-11,2.369471e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,2.369471e-11,2.369471e-11,2.36947e-11,5.000000e-16,-1.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,2.369471e-11,2.36947e-11,2.369471e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,2.369471e-11,2.440992e-11,2.30133e-11,6.983100e-11,3.380000e-10
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,2.369471e-11,2.330637e-11,2.409876e-11,-1.980975e-11,3.927500e-11
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,2.369471e-11,2.369471e-11,2.369469e-11,1.000000e-15,-2.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,2.369471e-11,2.36947e-11,2.369471e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.369471e-11,2.369469e-11,2.36947e-11,-5.000000e-16,-3.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.369471e-11,2.369469e-11,2.369471e-11,-5.000000e-16,-5.000000e-14
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.369471e-11,2.440993e-11,2.301329e-11,6.983200e-11,3.380000e-10
NAND2_X1,A_f_ZN_r,trans,0,0,1.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.369471e-11,2.330637e-11,2.409876e-11,-1.980975e-11,3.927500e-11
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,3.927560e-11,3.92783e-11,3.927251e-11,2.895000e-13,-3.900000e-12
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,3.927560e-11,3.92724e-11,3.927886e-11,-1.615000e-13,1.500000e-13
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,3.927560e-11,3.928063e-11,3.927072e-11,4.955000e-13,1.500000e-12
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,3.927560e-11,3.927197e-11,3.927935e-11,-1.845000e-13,3.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,3.927560e-11,4.049251e-11,3.811309e-11,1.189710e-10,5.440000e-10
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,3.927560e-11,3.871462e-11,3.985959e-11,-2.862425e-11,5.752500e-11
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,3.927560e-11,3.927562e-11,3.927557e-11,2.500000e-15,-1.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,3.927560e-11,3.92756e-11,3.92756e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,3.927560e-11,3.928316e-11,3.926746e-11,7.850000e-13,-5.800000e-12
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,3.927560e-11,3.926874e-11,3.928258e-11,-3.460000e-13,3.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,3.927560e-11,4.049254e-11,3.811306e-11,1.189740e-10,5.440000e-10
NAND2_X1,A_f_ZN_r,delay,0,1,1.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,3.927560e-11,3.871462e-11,3.985959e-11,-2.862425e-11,5.752500e-11
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,4.419603e-11,4.419598e-11,4.41961e-11,-6.000000e-15,2.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,4.419603e-11,4.419604e-11,4.419603e-11,2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,4.419603e-11,4.419604e-11,4.419603e-11,5.000000e-16,1.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,4.419603e-11,4.419603e-11,4.419604e-11,-2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,4.419603e-11,4.553508e-11,4.292069e-11,1.307195e-10,6.371000e-10
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,4.419603e-11,4.347218e-11,4.494962e-11,-3.693600e-11,7.435000e-11
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,4.419603e-11,4.419605e-11,4.419602e-11,1.500000e-15,1.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,4.419603e-11,4.419603e-11,4.419604e-11,-2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,4.419603e-11,4.419598e-11,4.41961e-11,-6.000000e-15,2.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,4.419603e-11,4.419603e-11,4.419603e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,4.419603e-11,4.553509e-11,4.292068e-11,1.307205e-10,6.371000e-10
NAND2_X1,A_f_ZN_r,trans,0,1,1.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,4.419603e-11,4.347218e-11,4.494962e-11,-3.693600e-11,7.435000e-11
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,7.810387e-11,7.80893e-11,7.811816e-11,-1.443000e-12,-2.800000e-12
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,7.810387e-11,7.810413e-11,7.810359e-11,1.350000e-14,-5.000000e-14
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,7.810387e-11,7.810865e-11,7.809923e-11,4.710000e-13,1.400000e-12
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,7.810387e-11,7.810042e-11,7.810744e-11,-1.755000e-13,3.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,7.810387e-11,8.060847e-11,7.571537e-11,2.446550e-10,1.161000e-09
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,7.810387e-11,7.692325e-11,7.933313e-11,-6.024700e-11,1.216000e-10
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,7.810387e-11,7.810392e-11,7.810381e-11,5.500000e-15,-1.000000e-13
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,7.810387e-11,7.810387e-11,7.810388e-11,-2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,7.810387e-11,7.809391e-11,7.811336e-11,-9.725000e-13,-4.700000e-12
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,7.810387e-11,7.810065e-11,7.810714e-11,-1.622500e-13,1.250000e-13
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,7.810387e-11,8.060852e-11,7.571532e-11,2.446600e-10,1.161000e-09
NAND2_X1,A_f_ZN_r,delay,0,2,1.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,7.810387e-11,7.692324e-11,7.933314e-11,-6.024750e-11,1.216000e-10
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M1,N,vth,0.010,1.490712e-02,9.886646e-11,9.886633e-11,9.886663e-11,-1.500000e-14,4.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M1,N,u0,0.02,7.453560e-02,9.886646e-11,9.886647e-11,9.886645e-11,5.000000e-16,-3.231174e-23
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M2,N,vth,0.010,1.490712e-02,9.886646e-11,9.886647e-11,9.886646e-11,5.000000e-16,1.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M2,N,u0,0.02,7.453560e-02,9.886646e-11,9.886646e-11,9.886647e-11,-2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M3,P,vth,0.010,1.338877e-02,9.886646e-11,1.018689e-10,9.600678e-11,2.931060e-10,1.427600e-09
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M3,P,u0,0.02,6.085806e-02,9.886646e-11,9.724738e-11,1.00552e-10,-8.261550e-11,1.661500e-10
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M4,P,vth,0.010,1.338877e-02,9.886646e-11,9.88665e-11,9.886642e-11,4.000000e-15,0.000000e+00
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,M4,P,u0,0.02,6.085806e-02,9.886646e-11,9.886646e-11,9.886647e-11,-2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,GROUP:N,N,vth,0.010,,9.886646e-11,9.886634e-11,9.886663e-11,-1.450000e-14,5.000000e-13
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,GROUP:N,N,u0,0.02,,9.886646e-11,9.886647e-11,9.886646e-11,2.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,GROUP:P,P,vth,0.010,,9.886646e-11,1.01869e-10,9.600674e-11,2.931130e-10,1.428200e-09
NAND2_X1,A_f_ZN_r,trans,0,2,1.000000e-11,1.200000e-14,GROUP:P,P,u0,0.02,,9.886646e-11,9.724738e-11,1.00552e-10,-8.261550e-11,1.661500e-10
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,3.224924e-11,3.225914e-11,3.224143e-11,8.855000e-13,2.090000e-11
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,3.224924e-11,3.224513e-11,3.22535e-11,-2.092500e-13,3.750000e-13
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,3.224924e-11,3.225265e-11,3.224596e-11,3.345000e-13,1.300000e-12
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,3.224924e-11,3.224681e-11,3.225177e-11,-1.240000e-13,2.500000e-13
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,3.224924e-11,3.306837e-11,3.145958e-11,8.043950e-11,2.947000e-10
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,3.224924e-11,3.193554e-11,3.257561e-11,-1.600175e-11,3.167500e-11
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,3.224924e-11,3.224925e-11,3.224921e-11,2.000000e-15,-2.000000e-13
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,3.224924e-11,3.224923e-11,3.224924e-11,-2.500000e-16,-2.500000e-14
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,3.224924e-11,3.22625e-11,3.223811e-11,1.219500e-12,2.130000e-11
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,3.224924e-11,3.22427e-11,3.225602e-11,-3.330000e-13,6.000000e-13
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,3.224924e-11,3.306839e-11,3.145956e-11,8.044150e-11,2.947000e-10
NAND2_X1,A_f_ZN_r,delay,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,3.224924e-11,3.193554e-11,3.257561e-11,-1.600175e-11,3.167500e-11
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M1,N,vth,0.010,1.490712e-02,2.436131e-11,2.435755e-11,2.436431e-11,-3.380000e-13,-7.600000e-12
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M1,N,u0,0.02,7.453560e-02,2.436131e-11,2.436286e-11,2.435971e-11,7.875000e-14,-1.250000e-13
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M2,N,vth,0.010,1.490712e-02,2.436131e-11,2.436003e-11,2.436255e-11,-1.260000e-13,-4.000000e-13
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M2,N,u0,0.02,7.453560e-02,2.436131e-11,2.436223e-11,2.436036e-11,4.675000e-14,-7.500000e-14
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M3,P,vth,0.010,1.338877e-02,2.436131e-11,2.492722e-11,2.383953e-11,5.438450e-11,4.413000e-10
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M3,P,u0,0.02,6.085806e-02,2.436131e-11,2.402236e-11,2.471564e-11,-1.733200e-11,3.845000e-11
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M4,P,vth,0.010,1.338877e-02,2.436131e-11,2.436132e-11,2.436131e-11,5.000000e-16,1.000000e-13
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,M4,P,u0,0.02,6.085806e-02,2.436131e-11,2.436131e-11,2.436131e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,vth,0.010,,2.436131e-11,2.435628e-11,2.436555e-11,-4.635000e-13,-7.900000e-12
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:N,N,u0,0.02,,2.436131e-11,2.436378e-11,2.435876e-11,1.255000e-13,-2.000000e-13
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,vth,0.010,,2.436131e-11,2.492723e-11,2.383953e-11,5.438500e-11,4.414000e-10
NAND2_X1,A_f_ZN_r,trans,1,0,3.000000e-11,1.000000e-15,GROUP:P,P,u0,0.02,,2.436131e-11,2.402236e-11,2.471564e-11,-1.733200e-11,3.845000e-11
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,4.704226e-11,4.705551e-11,4.703017e-11,1.267000e-12,1.160000e-11
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,4.704226e-11,4.703692e-11,4.704775e-11,-2.707500e-13,3.750000e-13
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,4.704226e-11,4.70474e-11,4.70373e-11,5.050000e-13,1.800000e-12
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,4.704226e-11,4.703858e-11,4.704608e-11,-1.875000e-13,3.500000e-13
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M3,P,vth,0.010,1.338877e-02,4.704226e-11,4.836508e-11,4.57724e-11,1.296340e-10,5.296000e-10
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M3,P,u0,0.02,6.085806e-02,4.704226e-11,4.648954e-11,4.761748e-11,-2.819850e-11,5.625000e-11
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M4,P,vth,0.010,1.338877e-02,4.704226e-11,4.704229e-11,4.704223e-11,3.000000e-15,0.000000e+00
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,M4,P,u0,0.02,6.085806e-02,4.704226e-11,4.704226e-11,4.704226e-11,0.000000e+00,0.000000e+00
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,vth,0.010,,4.704226e-11,4.706054e-11,4.702511e-11,1.771500e-12,1.130000e-11
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:N,N,u0,0.02,,4.704226e-11,4.703322e-11,4.705155e-11,-4.582500e-13,6.250000e-13
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,vth,0.010,,4.704226e-11,4.836511e-11,4.577236e-11,1.296375e-10,5.295000e-10
NAND2_X1,A_f_ZN_r,delay,1,1,3.000000e-11,4.000000e-15,GROUP:P,P,u0,0.02,,4.704226e-11,4.648954e-11,4.761749e-11,-2.819875e-11,5.627500e-11
NAND2_X1,A_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M1,N,vth,0.010,1.490712e-02,4.419594e-11,4.41959e-11,4.419604e-11,-7.000000e-15,6.000000e-13
NAND2_X1,A_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M1,N,u0,0.02,7.453560e-02,4.419594e-11,4.419596e-11,4.419593e-11,7.500000e-16,2.500000e-14
NAND2_X1,A_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M2,N,vth,0.010,1.490712e-02,4.419594e-11,4.419593e-11,4.419595e-11,-1.000000e-15,0.000000e+00
NAND2_X1,A_f_ZN_r,trans,1,1,3.000000e-11,4.000000e-15,M2,N,u0,0.02,7.453560e-02,4.419594e-11,4.419595e-11,4.419593e-11,5.000000e-16,0.000000e+00
